init_s,init_e1,init_e2,init_e3,init_e12,init_e13,init_e23,init_e123,rot_s,rot_e1,rot_e2,rot_e3,rot_e12,rot_e13,rot_e23,rot_e123,p_init_s,p_rot_s,p_init_e1,p_rot_e1,p_init_e2,p_rot_e2,p_init_e3,p_rot_e3,p_init_e12,p_rot_e12,p_init_e13,p_rot_e13,p_init_e23,p_rot_e23,p_init_e123,p_rot_e123,rot_angle_rad,axis_x,axis_y,axis_z,kl_divergence
0.4967141530112327,-0.13826430117118466,0.6476885381006925,1.5230298564080254,-0.23415337472333597,-0.23413695694918055,1.5792128155073915,0.7674347291529088,0.4967141530112327,1.5377842530911323,0.35595154168357074,-0.5164837788291676,1.5470518209170818,0.27292183198204,0.36838209944463934,0.7674347291529088,0.08837332032978105,0.08472412062705761,0.02459941055333309,0.26229858313366095,0.11523405625650798,0.060714358896683154,0.2709711502203223,0.08809620928689621,0.04165959650088062,0.2638793444823061,0.04165667551865021,0.046552050257527094,0.28096698909759904,0.06283462881213807,0.13653880152292555,0.13090070450373087,1.9116103907867292,-0.5496538390268512,0.6352214727661861,-0.5425627500850034,0.668844894988257
-0.46572975357025687,-2.6125490126936013,0.9503696823969031,0.8164450809513273,-1.523875997615861,-0.4280460641762345,-0.7424068371191724,-0.7033438017074073,-0.46572975357025687,-1.7454018606134047,-2.2450870750206136,0.5552961531451224,-0.9823411320072304,-0.20428968686957294,1.4317335733904122,-0.7033438017074073,0.05650163313647903,0.05588831014604659,0.3169505163341822,0.20945099549181664,0.1152974202897292,0.2694140148696865,0.09904988909632952,0.06663642035315985,0.1848743437642291,0.11788249609127996,0.05192990462429394,0.02451508689724089,0.09006768072547752,0.17181030282635798,0.08532861202927947,0.08440237332441168,3.23103026788615,-0.9266435021378061,-0.2726178963744881,0.2588654139164416,0.13825213402883652
-0.5443827245251827,0.11092258970986608,-1.1509935774223028,0.37569801834567196,-0.600638689918805,-0.2916937497932768,-0.6017066122293969,1.8522781845089378,-0.5443827245251827,0.3218105001102809,-0.7362524902379359,0.9124742789807323,0.8344147554659802,-0.09191164660830581,-0.32125876139775145,1.8522781845089378,0.09847174203629847,0.09695525034226155,0.020064451254280816,0.05731485624966288,0.20819974171704692,0.1311274977882411,0.06795887650246725,0.16251282078544171,0.10864771321002636,0.1486103211229633,0.05276359882341456,0.01636958026919448,0.10884088644191968,0.05721659088857254,0.335052990014546,0.32989308255366245,1.9585384533701249,-0.010072794984602654,-0.7893552598559812,0.6138540645290985,0.12038822118533901
-1.2208436499710222,2.7783130415524404,1.1936397242823173,0.21863831605386247,0.8817610389486106,-1.0090853428651076,-1.5832942135368875,0.7737004168336818,-1.2208436499710222,-1.5871640422521434,2.2408350958184586,1.2849786915829104,-1.8812368668004738,-0.8664774455955955,-0.11287609524247533,0.7737004168336818,0.12639080634216437,0.12247490926333883,0.2876316108136362,0.15922413329952553,0.12357445381123272,0.22480034608934985,0.022635063109020203,0.12890893003430562,0.09128645483511731,0.18872548877958673,0.10446801288257314,0.08692492812701205,0.16391438193626193,0.011323718252661014,0.08009921626999397,0.07761754615422031,3.4098600559638177,-0.31718125604514713,-0.7937334736166196,-0.51902140964908,0.4542321936927253
0.324083969394795,-0.38508228041631654,-0.6769220003059587,0.6116762888408679,1.030999522495951,0.9312801191161986,-0.8392175232226385,-0.3092123758512146,0.324083969394795,-0.014797177028162412,-0.8839576911829755,0.44616082668635143,-0.10705344339515521,1.1906639799279282,-1.0979014409733354,-0.3092123758512146,0.06344046467538964,0.07409613596762835,0.07538107748276109,0.0033831159346241887,0.13250962807139074,0.2021014781997314,0.11973757315873503,0.10200687599363965,0.20182142581563445,0.024475898985140063,0.1823010363950224,0.2722245111760662,0.16427949131947672,0.2510159777459264,0.06052930308159,0.07069600599724378,1.9539595545964439,0.2915446270560034,0.8585763271790156,-0.42172078540494995,0.4610109555171502
-0.18565897666381712,1.1797163447007009,-0.8982079394556782,0.8347954192304283,0.2965613843289707,-1.037829876515482,-0.07580374502818543,0.9729635337557875,-0.18565897666381712,-1.2090088670079346,0.7689711618619759,-0.9178085095182649,-1.006232687247986,-0.3037634482632456,-0.25692267637651856,0.9729635337557875,0.03386987431140487,0.033027589781191996,0.21521633392644818,0.21507523966194422,0.16386059301596226,0.1367952390125049,0.15229221033717735,0.16327248751858583,0.05410186457629028,0.179002604754364,0.18933190361083566,0.054037648704298016,0.013828920974219677,0.04570496354838166,0.17749829924766167,0.17308422701872936,3.1026092358267214,0.46059313905655075,0.8657499797891951,0.1957828714393605,0.18056528431540098
-2.6197451040897444,0.8219025043752238,0.08704706823817122,-0.29900735046586746,0.0917607765355023,-1.9875689146008928,-0.21967188783751193,0.3571125715117464,-2.6197451040897444,0.7528030832338362,0.11008385108599263,-0.44008564850884496,0.506443932012399,-1.879056688308876,0.468792570924247,0.3571125715117464,0.4040437039406265,0.3672133125491172,0.12676215393147128,0.10552145453385141,0.013425283174770397,0.015430606417526596,0.04611595120422199,0.06168741704754927,0.014152279154942698,0.07098894988079042,0.30654306972037576,0.2633899877909033,0.033880030188791085,0.06571130626363889,0.05507752868480024,0.050056965516622864,5.84146262931821,0.8385173297325857,-0.2940525818160063,-0.458717524044455,0.053088907529048754
-0.5017570435845365,0.5014483315248052,1.1581866529320277,0.25711687005627937,0.3145128958631717,1.3718621335497765,0.17555329395483268,-0.30928854644457765,-0.5017570435845365,-0.35886735440116113,-1.1938813821278138,0.32375500681863456,-0.4308400682065142,-1.205831336598401,0.609992342128567,-0.30928854644457765,0.10932179153113505,0.10168937486440935,0.10925452998320341,0.07273041284601348,0.25234332321763603,0.24195983487051928,0.05602009424048029,0.06561431408598199,0.06852542216403255,0.08731687529380631,0.29889849697370313,0.24438169105631577,0.03824919022008873,0.12362505068188456,0.06738715166972085,0.06268244630106919,2.683597382078458,0.8321914787118411,-0.3172743423579936,-0.45474645071809194,0.057706512730635165
0.29612027706457605,0.26105527217988933,0.00511345664246089,-0.23458713337514692,-1.4153707420504142,-0.42064532276535904,-0.3427145165267695,-0.8022772692216189,0.29612027706457605,-0.177350200587743,0.08802804232802161,-0.2898363259363856,1.2244316976726637,-0.893414897739357,-0.015713150120283195,-0.8022772692216189,0.07838257550047116,0.07819034571410703,0.06910092339598195,0.04682919263039123,0.0013535239981511675,0.02324374112571517,0.06209484833491058,0.07653107294820786,0.3746464279639023,0.3233103071947297,0.1113441608842803,0.23590555977070107,0.09071599801626856,0.004149045963153264,0.212361541906034,0.2118407346529946,2.284752174925135,-0.08332128053561254,0.20873538296445304,0.974416288917929,0.26222958910966776
0.17457781283183896,-0.018550804511640224,-1.6735046219902232,-1.0725318344356576,-0.9925861794031905,0.10234768254966681,-0.43260928054801323,-0.6591823024364779,0.17457781283183896,-1.7444396402186542,-0.8817829542293542,0.3614907347539517,-0.3938998712019935,0.7192837309075119,0.7143717290043069,-0.6591823024364779,0.0340580455619809,0.030904040281470906,0.0036190403294685857,0.30880346153632143,0.32648075800348114,0.15609461188099205,0.20923814711248723,0.06399166106506067,0.19364170494488553,0.06972877760943352,0.01996681009400289,0.12732874260020752,0.08439690215177734,0.12645921226174733,0.1285985918019165,0.1166894927647666,1.5052117515988837,0.007244741936897502,0.8790798933618711,-0.4766194024598132,0.6151797250872718
